filename,matched_word,sentence,cluster,pca_x,pca_y
A06785.txt,Trade,"Let not your Heroical Virtues for the Public good be blemished with private Centres of Commerce: but be you a means that Phoebus himself will be pleased to drive the Chariot of Trade: this Centre, whereby the Horses of all societies and corporations my draw a like in the course of Trade by his wise guiding and direction: Masterr Milles Acroamata.",2,0.24584696,0.011605285
A14521.txt,Trades,"pounds in gold, for the bringing vp of children of the Infidels: first in the Knowledge of God and true Religion; and next, in fit Trades whereby honestly to liue.",3,0.10708616,-0.37526292
A16282.txt,trading,"people, they were constrained to gather themselues into multi∣tudes, to ioyne their forces together, and to apportion themselues certaine limits and territories wherein to liue; where (ioyning and vniting their houses for neighbourhood) they beganne to liue a more ciuill and popular kind of life, to fence and fortifie them∣selues with wals and trenches, and to ordaine lawes, and elect ma∣gistrates for the maintenance of peace and tranquilitie amongst them: And then they began to prouide for their maintenance, not onely by husbanding their grounds, or following their flockes, but by sundry other exercises, and new inuented arts, to passe by sea with their nauies into forren nations: first, for transporting of companies to inhabit new-found countries, and then for trafficke and trading one with another: to traine vp horses for the cart, of copper to make coyne, to cloth themselues more curiously: to feed more daintily, to haue more humanity in their speech: more ciuili∣tie in their conuersation, more state in their buildings, and in all points to be more mild, more wise, and better qualified: and lay∣ing aside all grosse barbarisme, and beastly cruelty, abstayning from mutuall slaughter: from deuouring of humane flesh, from ra∣pine and robberie, from open and incestuous coupling of children with their parents, before indifferently vsed: and from many more such enormities, applyed their reason and strength to recouer the The earth re∣couered from hir first rude∣nes and barren nesse, and made fertile.",0,-0.68183005,-0.0820677
A03066.txt,Trades,"Also they never marry out of their owne Casts or Tribe: as Bramins the daughters of Bramyns: Cutterys, the daughters of Cutterys: Shudderys Shudderys; and Wyses not onely so, but also compere in their owne Trades: as Taylers, the daughters of Taylers: Barbers, Barbers daughters etc.",3,0.13555288,-0.5225736
A14770.txt,trade,"Both him and the Kerne also, (whom onely I take to bee the proper Irish Souldier) can I allow, so that they use that habite and custome of theirs in the warres onely, when they are led forth to the service of their Prince, and not usually at home, and in civile places, and besides doe laye aside the evill and wilde uses which the Galloglasse and Kerne doe use in their common trade of life.",1,0.14048822,-0.23621091
A13415.txt,trades,"And therefore Merchants, Marr ners, people all Of all trades, on your marrow bones fall: For you could neither rose, or b te or p, If noble Hempseed did not hold you vp.",3,0.0840575,-0.4044621
A10821.txt,trade,Of Stettin and the trade thereof.,2,0.25830695,0.07928507
A10821.txt,trade,"So leaving the Antwerpians to endevour the regaining of their lost traffique, and the Dunkerke Free-booters, and their holy partners to the recoverie of their late dammage by some more honest Com∣merce, I will here leave Flanders, and hence travell further into this continent, and survey the particular trade of the famous Empire of Germanie.",2,0.23396735,0.11510239
A68617.txt,trade,which good for that my ship be not able to contain the least part of they I be enforce to set on fire from the cape of california be the uttermost part of all Espanna I navigate to the island of the hard upon the coast of China of which country I have bring such intelligence as have not be hear of in these part the stateliness and riches of which country I fear to make report of lest I shall not be credit for if I have not know sufficient the incomparable wealth of that country I shall have be as incredulous thereof as other will be that have not have the like experience I sail along the island of the Malucos where among some of the heathen people I be well entreat where our countryman may have trade as free as the portugal if they will themselves from thence I pass by the cape of and find out by the way homeward the island of s.,0,-0.8425919,0.066200174
A10357.txt,trades,"About the same time, the Phoenicians seised vpon the Promontories of Pachinus, and Lilybaeum, and vpon certaine small Isles adjoyning to the maine Iland: which they fortified, to secure the trades that they had with the Sicilians; like as the Por∣tugals haue done in the East India, at Goa, Ormus, and other places.",3,0.18403235,-0.10503842
A06786.txt,trades,"That the trade of cloth should be hindered by the fishing trade, is not probable, being a distinct commoditie which serueth for the bellie, and the other for the backe, and both are sold by vs and other nations in one more places, and we both make our returnes homewards by commodities, money and exchange for moneys by Bills, so that the difference of the persons maketh not any sollid argument: for if we returne commodities for commodities, and they returne moneys, we may returne both the one and the other, hauing meanes more than sufficient to maintaine the trades, considering the great summes of money deliuered at interest, although the money in specie be wanting, which by these meanes would be supplyed.",2,0.23488232,0.031497784
A13821.txt,trade,"Fur∣ther, beginning their cobwebs, they haue wholy bent and applyed themselues to theyr most ingenious weauing trade, they haue giuen themselues to curious and superstitious hunting, to captious taking at aduantage, watching and espying their prey, nothing at all fearing any ambushes, treacheries, trappes or treasons, and no whit dreading any assaults, much lesse tryumphes: and to speake briefely, the wisest creature of the wisest King, bea∣reth a great stroke, dominereth, and hath (I may say) the sole soueraigntie in the most no∣ble, greatest, and stateliest courts of Princes.",1,0.21126975,-0.11885071
A12470.txt,trading,"He oft entreated Captaine Nuport that his men might leane their armes, which still hée commanded to the water side, this day we spent in trading for blew Beads, and ha∣uing neare straighted our Barge.",2,0.17088479,0.024336133
A68617.txt,trade,the nineteen of August we bring out certain pack of good to air wherefore a javan be slave to one of the principal of the country throw some firework upon a thatch house a little to windward of we javan treachery we espy it pursue he and take he and carry he to cay Tomongone the admiral who put he in iron within a hour after there come more of his fellow who will have take he away perforce wherefore the admiral man and they fall by the ear and many be hurt on both side so soon as the admiral man have beat they away he send he to the king but because his master be one of the king friend he be not put to death although by the law of the country he shall have die neither do we great seek it because his master be our very good friend also likewise if a javan do offend he must be punish with death for if they inflict any less punishment they be so wicked and bloody a people that they will be cowardly revenge not only of stranger but of their own master so that if any slave do offend his master he do quite forgive he or else he die for it but they be very obedient and will seldom offend their master because they be for the most part as wicked as themselves the two and twenty of August at night there be certain javan get into a great yard hard by our house who when we be sing of a psalm which we do use to do when we set our watch these rogue throw stone at our window as if they will have beat down our house and some of the stone come in at the window and miss we very narrow but we take some of they which yet upon submission we spare about this time there grow a quarrel between the fleming and the Chinois quarrel betwixt Chinois and hollander hollanders drunken disorder and some be slay and hurt on both side this grow by the misbehaviour of the fleming which in that place do carry themselves very rude and disorder in that abundant manner that they be a shame and infamy to Christendom and christian I do not condemn they all but the vulgar sort who when they be ashore and their drink in their commander can bear no rule over they they get the worst before this quarrel be end but not by the Chinois nor by manhood of the javan only some that be slave to some turncoat Chinois will steal behind the fleming in the evening and cowardly stab they one day they be very importunate for one of their man which be slay the protector demand of they when they come to any country to trade whether they bring law^s with they or whether they be govern by the law of the country they be in to the which they answer that when they be aboard their ship they be govern by their own law but when they be ashore punishment for Murth^^ they be under the law of our country they be in well say the protector than I will tell you the law of the country which be this if one kill a slave he must pay twenty rial of eight if a freeman fifty rial if a gentlem^n a hundred rial the fleming request to have that under his own hand the which they have and it be all the mend they have for kill of their man if they will have take fifty rial of eight they may have have it lampoon cruel enmity to java about the five of September here come a juncke full of man from the island of lampon which stand in the straits of Sunda and be enemy to the javan and all other that be dweller in Bantam these be so like the javan that the one be not know from the other also there be many javan consort with they these man have their juncke ride in a creek hard by the town and be in all point like unto the javan will bold come into the town and not only in the evening and night come into house and cut off the people head but at noon day in so much that for the space of a month we can take little rest forth grievous cry of the people one day while we be sit at dinner they come and take a woman be our next neighbour and muffle she so with a sack that she can not cry and so carry she into a tuft of bush in our backside and there cut her throat and mean to have cut off her head if they have have time her husband miss she and look out may see they carry she who cry out and we rise from dinner and pursue they but it be too late to save her life also they be very swift of foot so that we can come near none of they and for any thing that we know they may be among we for after the javan be come we can not know they it be think of some that they lay hide in the bush till the come of the javan and then steal out and put themselves among they there be some java woman that will cut off their husband head in the night perfidious javan and sell they to these people they do linger much about our house and sure if we have not keep good watch they will have attempt the cut of our throat if not for our head for our good but after awhile many of they be know and be take be execute which be man of very goodly stature the reason they do make these hard adventure cruelty reward be their king give they a woman for every stranger head they bring he wherefore many time they will dig up such as be new bury at Bantam and cut off their head and so cozen their King also at this time some credible man that wish we well of who the admiral be one bid we have a special care of our good watch because some of the principal of the land in birth though not in wealth nor office treachery intend and prevent which have many slave but little to maintain they have lay a plot to have slay we in the night and to have make spoil of our good which they take to be ten time more than be and after to have give it out the lampoon have do it whereupon we be force to have light burn all night round about our house otherwise in the dark night they be so black as they be may have enter sudden upon we before we shall descry they for all the upper work of our house by reason of the heat be open and they be build with cane and likewise the fence round about the house which be but a weak building and may quick be bear down these heathen devil come forth two or three time think to have execute their bloody pretence but God will not suffer they for so soon as they come within sight of our light and may hear our drum sound at the end of every watch their hear^s fail they so that they dare not give the attempt for they suppose we be ready not only with our small shot but with our murderer to give they entertainment and to speak truth they shall have find it so indeed after they have wait long and can never find opportunity they fall out among themselves and so be disperse diverse other make bold but vain attempt and therefore now fall to work with the Chinois who house at this time be full of our good which they have buy in so much that everynight for a long time we have such grievous cry out and we look every hour when we shall be assault dare take no rest in the night many Chinois about we be slay and sure if we have not defend they with our shot many more will have be slay for the sing of a bullet be as terrible to a javan as the cry of the hound be in the ear of the hare for they will not abide if once they hear it but these continual alarm and grievous outcry of man woman and child grow so rife in our ear the misery of the English that our man in their sleep will dream they be pursue the javan and sudden will leap out of their bed and catch their weapon his next fellow hear the doleful noise he make will bustle up and in their sleep have wound one another before those that have the watch can come to part they and if they shall have set their weapon further from they they will not have be ready if we shall have have occasion the which we look for every minute and be but few of we I take my turn to watch as long as any in which I have stand many time more in fear of my own man then of any other and when I have hear they bussel have catch up a target for fear they will have serve i as they do their fellow terror of the word fire but all this fear be nothing to we in comparison of that which I will now speak of which be fire o this word fire have it it be speak near i either in english mallaye javane or China although I have be sound asleep yet I shall have leap out of my bed the which I have do sometime when our man in their watch have but whisper one to another of fire in so much that I be force to warn they not to talk of fire in the night except they have great occasion and not only myself but my fellow Thomas Tudd and Gabriel Towerson after our watch have be out and we heavy asleep so that our man many time sound a drum at our chamber door we have never bewray they yet present after they have but whisper of fire we all have run out of our chamber I speak not this that any that may be send thither hereafter shall be discourage for than we be stranger and now we have many friend there and the country be grow to much better civility and as the young king grow in age will more and more because their government will be better the town five time burn in three month in three month space the town on the east-side the river be burn five time but God be praise the wind always favour we and although the javan many time fire it on our side yet it please God still to preserve we so that by reason it blow but little wind it be quench before it come to hurt we @.,0,-0.8173683,0.03617988
A11954.txt,Trades,"Ile Mountebanke their Loues, Cogge their Hearts from them, and come home belou'd Of all the Trades in Rome.",3,0.10535947,-0.3987153
A68617.txt,trade,the next morning her husband come who fall down on his marie-bone desire i to be good unto he for I have so late torture some chine he think I will torture he but in my conscience he need no more plague or punishment then such a wife wherefore I present dismiss they both the protector a little before have give we all the house and ground which join to our pale and belong to those chynois which undermine our house but although it be give yet I think there be never Englishman pay so dear for so little ground in any country in the world the house be rot but the ground do we great pleasure we buy also a house of a pangran or gentleman which come so near our pepper-house door that it be very troublesome to we when we shall carry in or out our pepper wherefore I buy that house with the ground so that now we have a very spacious yard the nine of September the protector send a proclamation that no chine shall weigh any pepper to the stranger mean the english and the hollander the which proclamation be procure by the hollander and we know it very well for the same day they dine with we and at dinner they tell we the protector owe they ten thousand sack of pepper but I tell they that be not so the old queen for they will never be such fool to trust he so much the next morning I go to the old woman who command the protector and all the rest and indeed be call queen of the land by the sabindar and diverse other although she be not of the king blood but only for her wisdom be hold in such estimation among they of all sort that she rule as if she be sole queen of that country after we have make our grief know to she she present send for the protector will we to talk with he before she when he come I demand of he for what cause he have forbid we to trade he answer he must buy ten thousand sack of pepper for the king I tell he again that the fleming themselves tell i that the pepper he will buy be for they and that he owe they ten thousand sack many shift he use but the queen our constant friend say he shall not hurt we for the hollander when they see they can get no trade with the people for pepper than they deliver the protector money and wrought with he as I have before rehearse and if we have have but ten thousand rial of eight more than we have the fleming shall have get little pepper that year in Bantam it be most certain they be very much hate there and what they do or procure be for fear of their ship wherein they do abound in all those part the twelve of September the protector send rial up and down among those that be dealer in pepper in the king name some to serve he a hundred sack some fifty sack some ten some five as it be a beg and indeed he take it up at the king price which be 1/^ a rial in a sack less than we pay the chine with much grudge serve he a while after he set a tax upon they to serve he so much more then the chine rail upon the protector and the hollander both and many of they will not receive their money but the officer will throw it down in their house and take their name the fifteen of September by mean of a old trot which be make of candle the town be set on fire the which consume all the upper work of our three house the town fire to our exceed great danger cost and trouble the sabindar come to we in the tumult also the admiral who have charge of the court in the king and governor absence then in progress send we a great train of his principal man likewise one of the king uncle come to we with a great number and also the rich china with a very great crew all these come to see that no body shall offer we any violence for they know well we have enemy of great force but not for our sake but for our good now we be lay open to all our enemy for our fence for the most part be burn to the ground and we have not a place to dress our victual in yet as good fortune be we have one little shed in the middle of our yard which be our court of guard that escape where we encamp by night the dutch house escape dutch enemy in trade otherwise friend though but narrow wherefore we borrow some of their man for it be to be note that though we be mortal enemy in our trade yet in all other matter we be friend and will have live and die one for the other also the admiral and sabindar send we man every night so that we with our drum shot and pike live a soldier life until our fence be make up and afterward too for this be but to show we the way and our fence be no soon up but we look every hour when it shall be burn down or bear down by those that will have have the cut of our throat the pangran mandelicko in the end of September fall to rob of junck one of which be of lade with rice man and woman with a great crew of villain his slave he seize on the juncke in the night and carry away all the rice with the man and woman as his prisoner the which be the next way to keep away all other junck which use to bring victual to the town whereby to starve they all for that land be not able to serve one quarter of the people that be in it the king and his protector send to he Anarchy worse than tyranny many tyrant worse than one command he to deliver the people and good which he have take the which he will not but present fortify himself also the rest of the Pangranes that be of the king blood and his but be all traitor to the king maintain he so that the king officer dare not meddle with he the protector Sabindar and admiral send to we to take heed to ourselves the rebel grow every day strong and strong and all the people in the country and also stranger begin to be in great fear I be force to borrow some small ordnance of china merchant which be our friend and with chain and bush to fortify ourselves and our man be beside every day a make of chain-shot langrall-shot and crosse-barre-shot dangerous rebel all trade of merchandise be lay aside neither do any in the town look after buy and sell and every day we shall have the rebel espyal will come into our yard who will be very inquisitive what and wherefore those be which our man be all so hard at work upon we will plain tell they that we look every night for such a man come wherefore we make provision for his entertainment about the twenty of October come in the king of jacatra king of jacatra with a crew of fifteen hundred fight man beside straggler and have a thousand more come after he challenge the rebel and likewise the Pangranes to fight with he and his company only he have indeed a a great quarrel against they all for but a little before they seek mean to put he out of his kingdom but the rebel keep their fortification and will not come out the six and twenty of October the king of jacatra and the admiral send for we to know if there be no mean to fire they a reasonable distance off out of the reach of their Baces of which they have a great number we tell they if there have be a ship in the road it may easy have be do but for we to do it we think we shall hardly find thing wherewithal the admiral ask i what thing we will have I tell he camphire saltpetre and brimstone as for some thing we have already the admiral say he will help we to all these and desire we we will help they also he have a long bow and arrow fit for such a purpose but I think a musket have be better we be mind to have cause the king ordnance to have be plant and to have shoot red hot bullet among they which I think will have make perilous work both with they and their thatch house and fortification make of cane the principal rebel have fight all the mean he can to fire we now we mean very to see if we can fire he but whether it be for fear of the king of jacatra or hear we be about such a matter the Pangranes and the rebel both come to a agreement within two day after the which agreement be this agreement that the principal rebel shall within six day depart out of the king of Bantams dominion have with he only thirty of his household the which he do for the space of ten day we look every hour both night and day when the king force and the Pangranes will join battle for they be both ready slave cause of not fight but the javan be very loath to fight if they can choose the reason they say be their wealth lie altogether in slave so that if there slave be kill they be beggar wherefore they have always rather come to a set-feast than a pitch battle the queen renown after her death the seventeen day of November which we take to be our coronation day and have all our piece and chamber lie lade since the trouble we invite the fleming to dinner in the middle of dinner we drink a health to our queen and also shoot off all our ordnance there resort to this town of Bantam a number of many nation the which diverse of they be leiger fame of the English these people have hear much fame of the english nation in time past before ever they see any of we have a especial eye to our carriage and behaviour and we be grow a common admiration among they all that we be so few shall carry such a port as we do never put up the least wrong that be offer by either javan or chinees but always do justice ourselves and when the protector do wrong we himself it be know that we do not spare to tell he of it sound and in such sort that he want very much of his will it be well know also english resolution admire that at the first come of our ship the javan offer we much wrong in purloin our good but so many as we take be either slay wound or sound beat the javan think we dare not do so when our ship be go wherefore they do practice to steal both day and night but they find it all one the which they do admire at for it be most certain and I have hear many stranger speak it that have be present when we have beat some javan that they never know or hear of any nation but we that be leiger there that dare once strike a javan in Bantam and it be a common talk among all stranger and other how we stand at defiance with those that hate we for our good and how little we care for they likewise how we never offer any wrong to the mean in the town and also how we be general belove of all the better sort hollander hate they will say it be not so with the fleming nor with no other nation and all the while I be there I never hear that ever the fleming give a javan so much as a box on the ear but many time foul of the chinees who will very seldom make any resistance yet it be of truth they be mortal hate aswell of all sort of javan as chinees now every day they look for their ship and have little pepper nor know not where to buy any for the chinees will sell they none so long as we will give as much as they and more than that for when all our rial be lay out some of they sell we pepper to be pay when our ship come not know when they will come nor we neither at that time but as we guess if they will have go to the fleming they may have have ready money and great thanks they therefore buy what they can by retail in the market send it to a chinese house by boat in the evening Chino^^ fraud but the charge consume the gain about this present time the emperor of Damack who not many year before for tyranny have be depose by the king teereabouts go by sea from Bantam to another town upon the coast be by one of his son stab in his bed sleep the chinese will mingle usual their pepper in the night if you leave it with they or put in dust or transport it and we shall be sure to find that which we have not like at one man yesterday now in another man house a good distance off and the next night after at another house as who shall say it be another parcel and the old Warehouse where it lie first shall be shut or a parcel of better pepper in it first news of q.,0,-0.7610685,-0.0041300133
A02495.txt,trade,"Certaine reasons to disswade the vse of a trade to the Narue aforesaide, by way through Sweden.",2,0.18642017,0.19668467
Wealth_Nations.txt,traders,"The old East India company had a right to a separate
      trade upon their own stock till 1701; and they had likewise, both before
      and after that period, a right, like that or other private traders, to a
      separate trade upon the £315,000, which they had subscribed into the stock
      of the new company.",2,0.2838009,0.06753179
A10231.txt,trading,"the one hauing certaine habitations, or else trading abroad.",2,0.20222431,0.104462005
Wealth_Nations.txt,trade,"A country which carried on foreign trade merely upon this
      account, could scarce have occasion to freight a ship in a century.",2,0.29279244,0.24739607
A10821.txt,Trade,"The Trade of this Countrey is accounted very great, the scituation of the place, the temperature of the ayre, the disposition of the inhabitants, the continuall peace that abides a∣mongst them concurre to inlarge the same; the many navigable Rivers, and the excellent fabriques heere wrought, adde to make it eminent, and the commodities that it yeelds to maintaine the same are these; barley, rice, wool, cottons, olives, vines, flaxe, silke Commodities of China.",2,0.23356347,0.064991675
A06786.txt,trade,"The most ancient foundation of Merchants and merchandising in this Kingdome, both for Trade and Gouernement, had by continuance of time before King Henrie the third, did obtaine the name of Staple; the commodities of the Realme, as Woolls, Leather, Woolfells,

fells, Lead, Tinne, Butter, Cheese, Clothes, and other commodities were called Staple Merchandise: The Ports from whence the said commodities were to bee transported, were called Staple Ports, as London, Westminster, Hull, Boyston, Bristoll, Southampton, New Castle, and other places: The places of residence of these Merchants, both within this land and beyond the seas, were called the Staples; the Lawes and Ordinances made by the said Merchants, were called Staple Lawes: vnder their gouernement (consisting of a Maior, two Constables, and other Officers) hath the trade of this Kingdome time out of mind flourished, to the great inriching of the Kings and Kingdomes: and it hath beene supported and assisted by the wisedome of the State in all ages, as may appeare by the seuerall Acts of Parlement made for that purpose in the times of Henrie the third, Edward the third, Richard the second, Henrie the fourth, Henrie the fifth, Henrie the sixth, and King Henrie the seuenth.",2,0.31486392,0.21242252
A10821.txt,trade,"D RESDEN is a faire town and strongly fortified, Dresden and the trade ther∣of, in which the Elector of Saxonie keepes his court: it is famous for the magnificent Stables and Armories which the Duke keepes here in a continuall readi∣nesse, the river of Elve divides the towne into two parts, the new and the old, which is very strong both by Art and Nature, and accounted the strongest moderne Citie in Germanie, the inhabitants are much addicted to trade, and the river doth much further their endevours; but Nature affoording them a rich soyle, takes away much of their edge: for it is ever found that the barren soyle affoords to the inhabitants the greatest incou∣ragement.",1,0.12509342,-0.10435625
A10231(1).txt,trade,Thome be wont to bring slave to sell to the portugal for Bead and other trifle and cotton with other base commodity and they not such alone as they take in war but their father and mother think they do they a benefit to cause they thus to be convey into better country they bring they naked the isle of Arguin be six or seven inhabit by the azanhagi where the king of Spain have a fortress concern the trade whereof you may read the letter of Melchior a a mel.,0,-0.6950705,0.0523803
A17310.txt,trade,"Euery citty shal haue a peculiar trade or priuiledge by which it shall be maintained, Herodotus Erato lib.",1,0.1821603,-0.13566767
A12471.txt,trade,"In the interim, many particular ships went thi∣ther, and finding my relations true, and that I had not taken that I brought home from the French men, as had beene reported; yet further for my paines to discredit me, and my calling it New England, they ob∣scured it, and shadowed it, with the title of Cannada, till at my humble suit, it pleased our most Royall King Charles, whom God long keepe, blesse, and preserve, then Prince of Wales, to confirme it with my map and booke, by the the title of New England ; the gaine thence returning did make the same thereof so increase, that thirty, forty, or fifty saile, went yearly only to trade and fish; but nothing would bee done for a plantation, till about some hundred, of your Brownists of England, Am∣sterdam, and Leyden, went to New Plimouth, whose humorous ignorances, caused them for more than a yeare, to endure a wonderfull deale of misery, The effect of niggardlinesse.",0,-0.72887236,-0.020518333
A04845.txt,traded,"his auncient and accustomed sinnes wherein hee had travailed and traded himselfe, and made it his walke a long time.",1,-0.009549982,-0.09378417
A10231(1).txt,trade,minute the inhabitant hold trade with other Samoied which have traffic with the ougorians and Molgomsey for sable black and white fox beaver downe Whales-fin the Russ malegn other that gain which themselves find in the samoied-trade traduce the english among they as spy the Ozera or lake before the town be freeze over the thirteen of October Ios.,2,0.24736434,0.20043698
Wealth_Nations.txt,trade,"The Turkey
      trade, though in some measure laid open by this act of parliament, is
      still considered by many people as very far from being altogether free.",2,0.28557068,0.2125852
A06786.txt,Trade,"4 The fishing Trade was not preoccupied by forrain nations, as it hath beene within these hundreth yeares, as hath beene noted; albeit such Ships as were permitted to fish in the Kings Seas and dominions, payed six pence for euerie tunne burthen, which is now eighteen pence, and this trade might be established with vs, notwithstanding that the seuerall Societies of the Merchants Aduenturers, Russia, and Eastland Merchants, are of opinion that England cannot maintaine the same, and the cloth Trade together, as they haue certified.",2,0.26783833,0.10606012
A10821.txt,trade,Of Rhiga and the trade thereof.,1,0.20078483,0.005478907
A06786.txt,trade,"but Engrossing is done by priuate persons of their owne authoritie, which is commendable, to keepe commodities in reputation to maintaine a trade thereby: as when men of meanes do engrosse and buy vp a commoditie, and for reasonable gaine they sell the same againe to shop-keepers and retailers; this is much vsed amongst Merchants of all nations: otherwise when aboundance of a commoditie doth so much abate the price of it, that Merchants do become losers and discouraged, then the trafficke and trade is thereby ouerthrowne, to the generall hurt of the common-wealth.",1,0.27244624,-0.10662824
Wealth_Nations.txt,trade,"In the trade,
      therefore, to which those regulations confine the merchant of Hamburg, his
      capital can keep in constant employment a much greater quantity of German
      industry than he possibly could have done in the trade from which he is
      excluded.",2,0.2629516,0.05864173
A02495.txt,trade,"Furthermore whensoeuer any of the English merchants or their factors shall come into any parts of our dominions or Cities, and shalbe wronged any kinde of wayes in trading, or otherwise by any abused, or haue any occasion of contention with any by way of trade in merchandise or otherwayes: we straitly charge and commaund you our gouernours, and authorised subiects within all our Realme and territories of the same, to minister iustice vnto the aforesaide merchants, or to their deputies, and to search the trueth of the contention: And for want of sufficient proofe cast lots who shall take his oath for the more ready triall of the cause: And in no wise to take any fee or duetie of the aforesaid English merchants for the said iudgement in Lawe.",2,0.21540244,0.11884794
Wealth_Nations.txt,trade,"It is thus that the same capital will in any country put into motion a
      greater or smaller quantity of productive labor, and add a greater or
      smaller value to the annual produce of its land and labor, according to
      the different proportions in which it is employed in agriculture,
      manufactures, and wholesale trade.",2,0.2678438,-0.009336882
A00980.txt,trade,"If wee count our selues happy when we haue placed our childe with a skilfull, honest, patient, and painefull man, who will teach him in any trade; infinitely happy are wee, that we are entred into his Schoole, who is the onely Doctor.",1,0.09796274,-0.3890054
A69858.txt,Trade,"The Turkey Merchants have Shipped out more Cloth yearly, since the great increase of 〈◊〉 East-India Trade than before.",2,0.2919571,0.34534097
A00919.txt,trade,Catharin wherein he and his do most willing hear and teach all thing else beside thing that be of ancient and solid verity therefore as I say pardon he in follow his trade and their train which be now describe when he claim his profession to be owld and we new let we only be his referendary for escape or untruethe not to be omit in his confession when God of his infinite clemency will grawnt he grace for which I pray perhapp as much as himself to repent the 40.,1,0.09898644,-0.4101883
A71306.txt,trade,15 part of a treatise write by master WILLIAM turner son to doctor turner of London a physician touch the former voyage the fourteen of August * * the large journal of their voyage to this place be for brevity omit as also their course homeward about two in the afternoon we have sight of the barbados which bear of we south south-west the land have two point bear east and west one from another and from the middle of it it rise like tenerife and be ten league broad and be barbarous without any inhabitant have great store of hog piggeon and parrot we bear for the westermost part of this island and so we steer away west northwest and northwest and by west among for saint Lucia the fifteen day be Thursday we have sight of saint Lucia bear west northwest of we this island of saint Lucia be a very fertile i will bear many sort of fruit as planton potato pinos * * the virtue of the guanos a thing worthy the note for their nature be if one eat a ripe one it set one a scour and eat a green one it will stay a scour guanos Pompins Cassado and many other fruit it have also great store of Cotten wool and tobacco but their tobacco be not very good it have also many wild beast in it as tiger guane Alagartos and other beast which time will not permit we to see it have also great store of pigeon parrot pelican cat and dog the people go naked have very long hair and be very honest kind heart people in this island we set our passenger ashore and furnish they with all thing necessary that our distress ship can afford they but they like treacherous idle dispose people not regard our kindness nor pity our necessity betray our boat from we one morning as we go ashore my self and three or four other gentleman be in she and then they detain three sailor which be draw in the boat keep they for their own use and afterward send we aboard in a Canoa which we be fain to buy of they for knife the master and the captain see this their treacherous deal and be out of all hope to get their boat again about Thursday in the evening be the three and twenty of August give they a piece of ordnance with intent to beat down their house we have no soon let fly at they but present they shoot at we again the bullet whereof come between our main mast and our poop but it hurt no body so that night we weigh and go to a bay some two league to leeward of this road where we first ankor in this bay there be half a dozen of indian house very pleasant situate upon the top of a hill with a fresh water river at the foot of the same hill and in this bay we have very good traffic of linen cloth and many pleasant fruit for our hatchet and knife after we have road here some six hour we may plain discern our boat undersaile whereupon we present fit our small shot hope that their intent be to come aboard and betray our ship but they tack in and row alongst the shore till they come to the very bay where we ride and there they stop and we be in good hope to recover our boat again but they tarry there trade for their commodity in the face of our ordnance whereupon we see their dare boldness to be so great that they presume to traffic in our own boat before our nose and to go about as it be to stop we from traffic we let fly at they six piece of ordnance and a valley of small shot but what harm we do among they we know not for they row away and get out of sight of we we term rogue Bay cape knave river of rascal the bay where we put these man a shore rogue bay and the cape we call cape knave and the river river of rascal this very same day be the four and twenty of August we weigh anchor and steer away south southeast and southeast and by south among for saint and upon Saturday the five and twenty day in the afternoon we arrive at the island of saint Vincents where saint vinc^^ts we come within a ship length very nigh the shore which put we all in great fear for if God have not send we a gale from the shore we have run a ground and we have have all our throat cut by the indian of that island so that night we try it off at sea with our fore-top-saile and foresail intend next day be Sunday to stand it in again for the shore because we have good hope of good traffic there but the current have drive we so far off at sea by the next morning and the wind blow so vehement from the shore that we can by no mean fetch the land whereupon be four leaf from the shore of saint Vincents we steer away south south-west and south-west and by south among for the testigoe and the next morning be Granados Monday we have sight of the Granados bear of we southeast but we can not fetch the Testigos the nine and twenty be Wednesday morning we have sight of five small rock which bear of we west and by north some five league off we have also sight of the island of blanco whereby we find that the current have set we and do set to the north-east and therefore your best course to go from the Granados to the Testigos be to steer away south-west current the first of September be Friday morning we have sight of Margarita and at night we Margarita cast anchor at the westermost point of this island call point Macanao the second day the next morning we go ashore with our Canoa to see if we can meet with any spaniard with who we may bargain for some beef but we can neither see spaniard beef nor freshwater only we find the dung of beef in this island of Margarita also there be great store of pelican this morning we weigh and as soon as we have double the point of Macanao we have sight of the rangeria which be as it be a little town contain in it some forty or fifty house here we do not land because we see no people but stand it away south southeast and south and by east among for the about midnight we come close aboard the shore by a island call f^bacco and then we sound and have ground at forty fathom the three day be Monday morning we be becalm some three league off from the main about twelve at noon the same day we have sight of point ray.,0,-0.84808755,0.10210128
